onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
20	2	5.0	77	-1	F	0	2.0	2	True	2	4	1	1	1/8	True	-2	3	3	3	3a	5	5	False	False				False	1		vi[V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	V7	5	2	-2	-2	0	1	1	G	G	Bb	C	dominant seventh chord	7	True	False	True	True	True	1	1	-1	5	True	False	False
22	2	5.5	67	1	G	0	2.5	0	False	2	4	3	1	1/8	True	-2	3	3	3	3a	4	11/2	False	False				False	1		vi[V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	V7	5	2	-2	-2	0	1	1	G	G	Bb	C	dominant seventh chord	7	True	False	True	True	True	3	3	1	6	True	True	True
22	2	5.5	74	2	D	0	2.5	0	False	2	4	1	1	1/8	True	-2	3	3	3	3a	5	11/2	False	False				False	1		vi[V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	V7	5	2	-2	-2	0	1	1	G	G	Bb	C	dominant seventh chord	7	True	False	True	True	True	4	4	2	3	True	False	False
24	2	6.0	55	1	G	0	1.0	1	True	2	4	3	1	1/8	True	-2	4	4	4	4a	3	6	False	True				False	2		ii		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	ii	2		-2	-2	-2	0	0	C	C	Bb	Bb	minor triad	0	True	False	True	True	True	3	3	3	6	True	False	False
24	1	6.0	77	-1	F	0	1.0	1	True	2	4	1	1	1/16	True	-2	4	4	4	4a	5	6	False	True				False	2		ii		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	ii	2		-2	-2	-2	0	0	C	C	Bb	Bb	minor triad	0	True	False	True	True	True	1	1	1	5	False	False	False
25	1	6.25	75	-3	E	-1	1.25	0	False	2	4	1	1	1/16	True	-2	4	4	4	4a	5	25/4	False	False				False	2		ii		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	ii	2		-2	-2	-2	0	0	C	C	Bb	Bb	minor triad	0	True	False	True	True	True	-1	-1	-1	4	True	False	False
26	2	6.5	67	1	G	0	1.5	0	False	2	4	3	1	1/8	True	-2	4	4	4	4a	4	13/2	False	False				False	2		ii		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	ii	2		-2	-2	-2	0	0	C	C	Bb	Bb	minor triad	0	True	False	True	True	True	3	3	3	6	True	False	False
26	1	6.5	74	2	D	0	1.5	0	False	2	4	1	1	1/16	True	-2	4	4	4	4a	5	13/2	False	False				False	2		ii		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	ii	2		-2	-2	-2	0	0	C	C	Bb	Bb	minor triad	0	True	False	True	True	True	4	4	4	3	False	False	False
27	1	6.75	72	0	C	0	1.75	0	False	2	4	1	1	1/16	True	-2	4	4	4	4a	5	27/4	False	False				False	2		ii		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	ii	2		-2	-2	-2	0	0	C	C	Bb	Bb	minor triad	0	True	False	True	True	True	2	2	2	2	True	True	True
28	2	7.0	55	1	G	0	2.0	2	True	2	4	3	1	1/8	True	-2	4	4	4	4a	3	7	False	False				False	2		ii		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	ii	2		-2	-2	-2	0	0	C	C	Bb	Bb	minor triad	0	True	False	True	True	True	3	3	3	6	True	False	False
28	2	7.0	60	0	C	0	2.0	2	True	2	4	2	1	1/8	True	-2	4	4	4	4a	4	7	False	False				False	2		ii		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	ii	2		-2	-2	-2	0	0	C	C	Bb	Bb	minor triad	0	True	False	True	True	True	2	2	2	2	True	True	True
28	2	7.0	63	-3	E	-1	2.0	2	True	2	4	4	1	1/8	True	-2	4	4	4	4a	4	7	False	False				False	2		ii		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	ii	2		-2	-2	-2	0	0	C	C	Bb	Bb	minor triad	0	True	False	True	True	True	-1	-1	-1	4	True	False	False
28	2	7.0	71	5	B	0	2.0	2	True	2	4	1	1	1/8	True	-2	4	4	4	4a	4	7	False	False				False	2		ii		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	ii	2		-2	-2	-2	0	0	C	C	Bb	Bb	minor triad	0	True	False	True	True	True	7	7	7	#1	False	False	False
30	2	7.5	67	1	G	0	2.5	0	False	2	4	3	1	1/8	True	-2	4	4	4	4a	4	15/2	False	False				False	2		ii		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	ii	2		-2	-2	-2	0	0	C	C	Bb	Bb	minor triad	0	True	False	True	True	True	3	3	3	6	True	False	False
30	2	7.5	72	0	C	0	2.5	0	False	2	4	1	1	1/8	True	-2	4	4	4	4a	5	15/2	False	False				False	2		ii		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	ii	2		-2	-2	-2	0	0	C	C	Bb	Bb	minor triad	0	True	False	True	True	True	2	2	2	2	True	True	True
32	2	8.0	55	1	G	0	1.0	1	True	2	4	3	1	1/8	True	-2	5	5	5	5a	3	8	False	True				False	3		V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	V7	5	2	-2	-2	0	1	1	G	G	Bb	C	dominant seventh chord	7	True	False	True	True	True	3	3	1	6	True	True	True
32	2	8.0	71	5	B	0	1.0	1	True	2	4	1	1	1/8	True	-2	5	5	5	5a	4	8	False	True				False	3		V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	V7	5	2	-2	-2	0	1	1	G	G	Bb	C	dominant seventh chord	7	True	False	True	True	True	7	7	5	#1	True	False	False
34	2	8.5	67	1	G	0	1.5	0	False	2	4	3	1	1/8	True	-2	5	5	5	5a	4	17/2	False	False				False	3		V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	V7	5	2	-2	-2	0	1	1	G	G	Bb	C	dominant seventh chord	7	True	False	True	True	True	3	3	1	6	True	True	True
34	2	8.5	71	5	B	0	1.5	0	False	2	4	1	1	1/8	True	-2	5	5	5	5a	4	17/2	False	False				False	3		V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	V7	5	2	-2	-2	0	1	1	G	G	Bb	C	dominant seventh chord	7	True	False	True	True	True	7	7	5	#1	True	False	False
36	2	9.0	55	1	G	0	2.0	2	True	2	4	3	1	1/8	True	-2	5	5	5	5a	3	9	False	False				False	3		V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	V7	5	2	-2	-2	0	1	1	G	G	Bb	C	dominant seventh chord	7	True	False	True	True	True	3	3	1	6	True	True	True
36	2	9.0	62	2	D	0	2.0	2	True	2	4	2	1	1/8	True	-2	5	5	5	5a	4	9	False	False				False	3		V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	V7	5	2	-2	-2	0	1	1	G	G	Bb	C	dominant seventh chord	7	True	False	True	True	True	4	4	2	3	True	False	False
36	2	9.0	65	-1	F	0	2.0	2	True	2	4	4	1	1/8	True	-2	5	5	5	5a	4	9	False	False				False	3		V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	V7	5	2	-2	-2	0	1	1	G	G	Bb	C	dominant seventh chord	7	True	False	True	True	True	1	1	-1	5	True	False	False
36	2	9.0	71	5	B	0	2.0	2	True	2	4	1	1	1/8	True	-2	5	5	5	5a	4	9	False	False				False	3		V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	V7	5	2	-2	-2	0	1	1	G	G	Bb	C	dominant seventh chord	7	True	False	True	True	True	7	7	5	#1	True	False	False
38	2	9.5	67	1	G	0	2.5	0	False	2	4	3	1	1/8	True	-2	5	5	5	5a	4	19/2	False	False				False	3		V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	V7	5	2	-2	-2	0	1	1	G	G	Bb	C	dominant seventh chord	7	True	False	True	True	True	3	3	1	6	True	True	True
38	1	9.5	72	0	C	0	2.5	0	False	2	4	1	1	1/16	True	-2	5	5	5	5a	5	19/2	False	False				False	3		V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	V7	5	2	-2	-2	0	1	1	G	G	Bb	C	dominant seventh chord	7	True	False	True	True	True	2	2	0	2	False	False	False
39	1	9.75	74	2	D	0	2.75	0	False	2	4	1	1	1/16	True	-2	5	5	5	5a	5	39/4	False	False				False	3		V7/ii		Bb	I	vi	V7/ii	V		7		ii	Mm7	False	False	(3, 7, 4, 1)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V7/ii	V7/ii, major	vi	V7/ii, major	ii	ii	V7	5	2	-2	-2	0	1	1	G	G	Bb	C	dominant seventh chord	7	True	False	True	True	True	4	4	2	3	True	False	False
40	2	10.0	55	1	G	0	1.0	1	True	2	4	3	1	1/8	True	-2	6	6	6	6a	3	10	False	True				False	4		ii]		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	ii	2		-2	-2	-2	0	0	C	C	Bb	Bb	minor triad	0	True	False	True	True	True	3	3	3	6	True	False	False
40	2	10.0	74	2	D	0	1.0	1	True	2	4	1	1	1/8	True	-2	6	6	6	6a	5	10	False	True				False	4		ii]		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	ii	2		-2	-2	-2	0	0	C	C	Bb	Bb	minor triad	0	True	False	True	True	True	4	4	4	3	False	False	False
42	2	10.5	67	1	G	0	1.5	0	False	2	4	3	1	1/8	True	-2	6	6	6	6a	4	21/2	False	False				False	4		ii]		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	ii	2		-2	-2	-2	0	0	C	C	Bb	Bb	minor triad	0	True	False	True	True	True	3	3	3	6	True	False	False
42	1	10.5	75	-3	E	-1	1.5	0	False	2	4	1	1	1/16	True	-2	6	6	6	6a	5	21/2	False	False				False	4		ii]		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	ii	2		-2	-2	-2	0	0	C	C	Bb	Bb	minor triad	0	True	False	True	True	True	-1	-1	-1	4	True	False	False
44	2	11.0	55	1	G	0	2.0	2	True	2	4	2	1	1/8	True	-2	6	6	6	6a	3	11	False	False				False	4		ii]		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	ii	2		-2	-2	-2	0	0	C	C	Bb	Bb	minor triad	0	True	False	True	True	True	3	3	3	6	True	False	False
44	2	11.0	60	0	C	0	2.0	2	True	2	4	3	1	1/8	True	-2	6	6	6	6a	4	11	False	False				False	4		ii]		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	ii	2		-2	-2	-2	0	0	C	C	Bb	Bb	minor triad	0	True	False	True	True	True	2	2	2	2	True	True	True
44	2	11.0	63	-3	E	-1	2.0	2	True	2	4	4	1	1/8	True	-2	6	6	6	6a	4	11	False	False				False	4		ii]		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	ii	2		-2	-2	-2	0	0	C	C	Bb	Bb	minor triad	0	True	False	True	True	True	-1	-1	-1	4	True	False	False
44	4	11.0	75	-3	E	-1	2.0	2	True	2	4	1	1	1/4	True	-2	6	6	6	6a	5	11	False	False				False	4		ii]		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	ii	2		-2	-2	-2	0	0	C	C	Bb	Bb	minor triad	0	True	False	True	True	True	-1	-1	-1	4	True	False	False
46	2	11.5	67	1	G	0	2.5	0	False	2	4	3	1	1/8	True	-2	6	6	6	6a	4	23/2	False	False				False	4		ii]		Bb	I	vi	ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major	vi	ii, major		ii	ii	2		-2	-2	-2	0	0	C	C	Bb	Bb	minor triad	0	True	False	True	True	True	3	3	3	6	True	False	False
48	2	12.0	57	3	A	0	1.0	1	True	2	4	3	1	1/8	True	-2	7	7	7	7a	3	12	False	True				False	5		V65		Bb	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	V7	5		-2	-2	-2	-1	3	F	A	Bb	Bb	dominant seventh chord	1	True	False	True	True	True	5	5	5	7	True	False	True
48	2	12.0	60	0	C	0	1.0	1	True	2	4	4	1	1/8	True	-2	7	7	7	7a	4	12	False	True				False	5		V65		Bb	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	V7	5		-2	-2	-2	-1	3	F	A	Bb	Bb	dominant seventh chord	1	True	False	True	True	True	2	2	2	2	True	False	False
48	4	12.0	63	-3	E	-1	1.0	1	True	2	4	2	1	1/4	True	-2	7	7	7	7a	4	12	False	True				False	5		V65		Bb	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	V7	5		-2	-2	-2	-1	3	F	A	Bb	Bb	dominant seventh chord	1	True	False	True	True	True	-1	-1	-1	4	True	False	False
48	2	12.0	77	-1	F	0	1.0	1	True	2	4	1	1	1/8	True	-2	7	7	7	7a	5	12	False	True				False	5		V65		Bb	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	V7	5		-2	-2	-2	-1	3	F	A	Bb	Bb	dominant seventh chord	1	True	False	True	True	True	1	1	1	5	True	True	False
50	2	12.5	65	-1	F	0	1.5	0	False	2	4	3	1	1/8	True	-2	7	7	7	7a	4	25/2	False	False				False	5		V65		Bb	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	V7	5		-2	-2	-2	-1	3	F	A	Bb	Bb	dominant seventh chord	1	True	False	True	True	True	1	1	1	5	True	True	False
50	1	12.5	81	3	A	0	1.5	0	False	2	4	1	1	1/16	True	-2	7	7	7	7a	5	25/2	False	False				False	5		V65		Bb	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	V7	5		-2	-2	-2	-1	3	F	A	Bb	Bb	dominant seventh chord	1	True	False	True	True	True	5	5	5	7	True	False	True
51	1	12.75	84	0	C	0	1.75	0	False	2	4	1	1	1/16	True	-2	7	7	7	7a	6	51/4	False	False				False	5		V65		Bb	I		V65	V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	V7	5		-2	-2	-2	-1	3	F	A	Bb	Bb	dominant seventh chord	1	True	False	True	True	True	2	2	2	2	True	False	False
