onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	cadence_subtype	phraseend	a_phraseend	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
96	6	4.0	71	5	B	0	1.75	0	False	3	2	1	1	1/8	True	0	3	3	2	2a	4	8	False	False					False	4		V	a	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	V	5		3	3	3	4	4	E	E	A	A	major triad	0	True	True	True	True	True	2	2	2	2	True	False	False
102	12	4.25	48	0	C	0	2.0	2	True	3	2	2	1	1/4	True	0	3	3	2	2a	3	17/2	False	True					False	5		i6	a	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		3	3	3	3	0	A	C	A	A	minor triad	1	True	True	True	True	True	-3	-3	-3	3	True	False	True
102	12	4.25	72	0	C	0	2.0	2	True	3	2	1	2	1/4	True	0	3	3	2	2a	5	17/2	False	True					False	5		i6	a	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		3	3	3	3	0	A	C	A	A	minor triad	1	True	True	True	True	True	-3	-3	-3	3	True	False	True
102	12	4.25	76	4	E	0	2.0	2	True	3	2	1	1	1/4	True	0	3	3	2	2a	5	17/2	False	True					False	5		i6	a	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		3	3	3	3	0	A	C	A	A	minor triad	1	True	True	True	True	True	1	1	1	5	True	False	False
114	12	4.75	50	2	D	0	2.5	0	False	3	2	2	1	1/4	True	0	3	3	2	2a	3	19/2	False	True					False	6		ii%65	a	i		ii%65	ii	%	65			%7	True	True	(-1, -4, 0, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	ii%65	ii%65, minor		ii%65, minor		ii	ii%7	2		3	3	3	5	2	B	D	A	A	half-diminished seventh chord	1	True	True	True	True	True	-1	-1	-1	4	True	False	True
114	12	4.75	71	5	B	0	2.5	0	False	3	2	1	2	1/4	True	0	3	3	2	2a	4	19/2	False	True					False	6		ii%65	a	i		ii%65	ii	%	65			%7	True	True	(-1, -4, 0, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	ii%65	ii%65, minor		ii%65, minor		ii	ii%7	2		3	3	3	5	2	B	D	A	A	half-diminished seventh chord	1	True	True	True	True	True	2	2	2	2	True	True	False
114	12	4.75	74	2	D	0	2.5	0	False	3	2	1	1	1/4	True	0	3	3	2	2a	5	19/2	False	True					False	6		ii%65	a	i		ii%65	ii	%	65			%7	True	True	(-1, -4, 0, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	ii%65	ii%65, minor		ii%65, minor		ii	ii%7	2		3	3	3	5	2	B	D	A	A	half-diminished seventh chord	1	True	True	True	True	True	-1	-1	-1	4	True	False	True
126	12	5.25	52	4	E	0	3.0	3	True	3	2	2	1	1/4	True	0	3	3	2	2a	3	21/2	False	True					False	7		V(64)	a	i		V(64)	V			64		M	True	True	(1, 0, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(64), minor		V	Cad	5		3	3	3	4	4	E	E	A	A	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
126	12	5.25	69	3	A	0	3.0	3	True	3	2	1	2	1/4	True	0	3	3	2	2a	4	21/2	False	True					False	7		V(64)	a	i		V(64)	V			64		M	True	True	(1, 0, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(64), minor		V	Cad	5		3	3	3	4	4	E	E	A	A	major triad	0	True	True	True	True	True	0	0	0	1	True	False	False
126	18	5.25	72	0	C	0	3.0	3	True	3	2	1	1	3/8	True	0	3	3	2	2a	5	21/2	False	True					False	7		V(64)	a	i		V(64)	V			64		M	True	True	(1, 0, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(64), minor		V	Cad	5		3	3	3	4	4	E	E	A	A	major triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
138	12	5.75	40	4	E	0	3.5	0	False	3	2	2	1	1/4	True	0	3	3	2	2a	2	23/2	False	False					False	7		V(64)	a	i		V(64)	V			64		M	True	True	(1, 0, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(64), minor		V	Cad	5		3	3	3	4	4	E	E	A	A	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
138	12	5.75	68	8	G	1	3.5	0	False	3	2	1	2	1/4	True	0	3	3	2	2a	4	23/2	False	False					False	7		V(64)	a	i		V(64)	V			64		M	True	True	(1, 0, -3)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V(64), minor		V	Cad	5		3	3	3	4	4	E	E	A	A	major triad	0	True	True	True	True	True	5	5	5	#7	False	False	False
144	6	6.0	71	5	B	0	3.75	0	False	3	2	1	1	1/8	True	0	3	3	2	2a	4	12	False	True					False	8		V	a	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	V	5		3	3	3	4	4	E	E	A	A	major triad	0	True	True	True	True	True	2	2	2	2	True	False	False
150	0	6.25	71	5	B	0	1.0	1	True	3	2	1	1	0	True	0	4	4	3	3a	4	25/2	False	True	IAC	IAC		}	True	9		i|IAC}	a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	2	2	2	2	False	False	False
150	24	6.25	45	3	A	0	1.0	1	True	3	2	2	1	1/2	True	0	4	4	3	3a	2	25/2	False	True	IAC	IAC		}	True	9		i|IAC}	a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
150	24	6.25	69	3	A	0	1.0	1	True	3	2	1	2	1/2	True	0	4	4	3	3a	4	25/2	False	True	IAC	IAC		}	True	9		i|IAC}	a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
150	24	6.25	72	0	C	0	1.0	1	True	3	2	1	1	1/2	True	0	4	4	3	3a	5	25/2	False	True	IAC	IAC		}	True	9		i|IAC}	a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
174	0	7.25	71	5	B	0	2.0	2	True	3	2	1	1	0	True	0	4	4	3	3a	4	29/2	False	False					False	9		i|IAC}	a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	2	2	2	2	False	False	False
174	12	7.25	33	3	A	0	2.0	2	True	3	2	2	1	1/4	True	0	4	4	3	3a	1	29/2	False	False					False	9		i|IAC}	a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
174	12	7.25	69	3	A	0	2.0	2	True	3	2	1	1	1/4	True	0	4	4	3	3a	4	29/2	False	False					False	9		i|IAC}	a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
186	6	7.75	57	3	A	0	2.5	0	False	3	2	2	1	1/8	True	0	4	4	3	3a	3	31/2	False	False				{	False	10		{	a	i		i	i					m	True	True	()	()	0	0	minor	minor	i	i, minor	i		i	i	True		, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	None	0	False	True	True	True	True	0	0	0	1	False	True	True
186	6	7.75	72	0	C	0	2.5	0	False	3	2	1	1	1/8	True	0	4	4	3	3a	5	31/2	False	False				{	False	10		{	a	i		i	i					m	True	True	()	()	0	0	minor	minor	i	i, minor	i		i	i	True		, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	None	0	False	True	True	True	True	-3	-3	-3	3	False	False	False
192	6	8.0	59	5	B	0	2.75	0	False	3	2	2	1	1/8	True	0	4	4	3	3a	3	16	False	False					False	10		{	a	i		i	i					m	True	True	()	()	0	0	minor	minor	i	i, minor	i		i	i	True		, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	None	0	False	True	True	True	True	2	2	2	2	False	False	False
192	6	8.0	74	2	D	0	2.75	0	False	3	2	1	1	1/8	True	0	4	4	3	3a	5	16	False	False					False	10		{	a	i		i	i					m	True	True	()	()	0	0	minor	minor	i	i, minor	i		i	i	True		, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	None	0	False	True	True	True	True	-1	-1	-1	4	False	False	False
198	0	8.25	74	2	D	0	3.0	3	True	3	2	1	1	0	True	0	4	4	3	3a	5	33/2	False	True					False	11		III	a	i		III	III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	III	3		3	3	3	0	0	C	C	A	A	major triad	0	True	True	True	True	True	-1	-1	-1	4	False	False	False
198	12	8.25	60	0	C	0	3.0	3	True	3	2	2	1	1/4	True	0	4	4	3	3a	4	33/2	False	True					False	11		III	a	i		III	III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	III	3		3	3	3	0	0	C	C	A	A	major triad	0	True	True	True	True	True	-3	-3	-3	3	True	True	True
198	12	8.25	76	4	E	0	3.0	3	True	3	2	1	1	1/4	True	0	4	4	3	3a	5	33/2	False	True					False	11		III	a	i		III	III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	III	3		3	3	3	0	0	C	C	A	A	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
210	12	8.75	48	0	C	0	3.5	0	False	3	2	2	1	1/4	True	0	4	4	3	3a	3	35/2	False	False					False	11		III	a	i		III	III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	III	3		3	3	3	0	0	C	C	A	A	major triad	0	True	True	True	True	True	-3	-3	-3	3	True	True	True
210	6	8.75	77	-1	F	0	3.5	0	False	3	2	1	1	1/8	True	0	4	4	3	3a	5	35/2	False	False					False	11		III	a	i		III	III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	III	3		3	3	3	0	0	C	C	A	A	major triad	0	True	True	True	True	True	-4	-4	-4	6	False	False	False
216	6	9.0	76	4	E	0	3.75	0	False	3	2	1	1	1/8	True	0	4	4	3	3a	5	18	False	False					False	11		III	a	i		III	III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	III	3		3	3	3	0	0	C	C	A	A	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
222	18	9.25	55	1	G	0	1.0	1	True	3	2	2	1	3/8	True	0	5	5	4	4a	3	37/2	False	True					False	12		VII	a	i		VII	VII					M	True	True	(-2, 2, -1)	()	-2	-2	minor	minor	i	i, minor	VII		i	i	True	VII	VII, minor		VII, minor		VII	VII	7		3	3	3	1	1	G	G	A	A	major triad	0	True	True	True	True	True	-2	-2	-2	7	True	True	True
222	18	9.25	74	2	D	0	1.0	1	True	3	2	1	1	3/8	True	0	5	5	4	4a	5	37/2	False	True					False	12		VII	a	i		VII	VII					M	True	True	(-2, 2, -1)	()	-2	-2	minor	minor	i	i, minor	VII		i	i	True	VII	VII, minor		VII, minor		VII	VII	7		3	3	3	1	1	G	G	A	A	major triad	0	True	True	True	True	True	-1	-1	-1	4	True	False	False
240	6	10.0	57	3	A	0	1.75	0	False	3	2	2	1	1/8	True	0	5	5	4	4a	3	20	False	False					False	12		VII	a	i		VII	VII					M	True	True	(-2, 2, -1)	()	-2	-2	minor	minor	i	i, minor	VII		i	i	True	VII	VII, minor		VII, minor		VII	VII	7		3	3	3	1	1	G	G	A	A	major triad	0	True	True	True	True	True	0	0	0	1	False	False	False
240	6	10.0	73	7	C	1	1.75	0	False	3	2	1	1	1/8	True	0	5	5	4	4a	5	20	False	False					False	12		VII	a	i		VII	VII					M	True	True	(-2, 2, -1)	()	-2	-2	minor	minor	i	i, minor	VII		i	i	True	VII	VII, minor		VII, minor		VII	VII	7		3	3	3	1	1	G	G	A	A	major triad	0	True	True	True	True	True	4	4	4	#3	False	False	False
246	12	10.25	59	5	B	0	2.0	2	True	3	2	2	1	1/4	True	0	5	5	4	4a	3	41/2	False	True					False	13		VII6	a	i		VII6	VII		6			M	True	True	(2, -1, -2)	()	-2	2	minor	minor	i	i, minor	VII		i	i	True	VII6	VII6, minor		VII6, minor		VII	VII	7		3	3	3	1	5	G	B	A	A	major triad	1	True	True	True	True	True	2	2	2	2	True	False	True
246	12	10.25	74	2	D	0	2.0	2	True	3	2	1	1	1/4	True	0	5	5	4	4a	5	41/2	False	True					False	13		VII6	a	i		VII6	VII		6			M	True	True	(2, -1, -2)	()	-2	2	minor	minor	i	i, minor	VII		i	i	True	VII6	VII6, minor		VII6, minor		VII	VII	7		3	3	3	1	5	G	B	A	A	major triad	1	True	True	True	True	True	-1	-1	-1	4	True	False	False
258	12	10.75	61	7	C	1	2.5	0	False	3	2	2	1	1/4	True	0	5	5	4	4a	4	43/2	False	True					False	14		V65/iv	a	i		V65/iv	V		65		iv	Mm7	True	True	(4, 1, -2, 0)	()	0	4	minor	minor	i	i, minor	V/iv	iv	iv/i	iv	True	V65/iv	V65/iv, minor		V65/iv, minor	iv	iv	V7	5	4	3	3	2	3	7	A	C#	A	D	dominant seventh chord	1	True	True	True	True	True	4	4	5	#3	True	False	True
258	12	10.75	76	4	E	0	2.5	0	False	3	2	1	1	1/4	True	0	5	5	4	4a	5	43/2	False	True					False	14		V65/iv	a	i		V65/iv	V		65		iv	Mm7	True	True	(4, 1, -2, 0)	()	0	4	minor	minor	i	i, minor	V/iv	iv	iv/i	iv	True	V65/iv	V65/iv, minor		V65/iv, minor	iv	iv	V7	5	4	3	3	2	3	7	A	C#	A	D	dominant seventh chord	1	True	True	True	True	True	1	1	2	5	True	False	False
270	0	11.25	76	4	E	0	3.0	3	True	3	2	1	1	0	True	0	5	5	4	4a	5	45/2	False	True					False	15		iv	a	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	iv	4		3	3	3	2	2	D	D	A	A	minor triad	0	True	True	True	True	True	1	1	1	5	False	False	False
270	12	11.25	62	2	D	0	3.0	3	True	3	2	2	1	1/4	True	0	5	5	4	4a	4	45/2	False	True					False	15		iv	a	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	iv	4		3	3	3	2	2	D	D	A	A	minor triad	0	True	True	True	True	True	-1	-1	-1	4	True	True	True
