onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
18	6	1.5	43	1	G	0	2.5	0	False	4	4	2	1	1/8	True	0	1	1	1	1a	2	3/2	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
18	6	1.5	48	0	C	0	2.5	0	False	4	4	1	1	1/8	True	0	1	1	1	1a	3	3/2	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
18	6	1.5	52	4	E	0	2.5	0	False	4	4	1	1	1/8	True	0	1	1	1	1a	3	3/2	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
24	6	2.0	36	0	C	0	3.0	3	True	4	4	2	1	1/8	True	0	1	1	1	1a	2	2	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
24	6	2.0	43	1	G	0	3.0	3	True	4	4	2	1	1/8	True	0	1	1	1	1a	2	2	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
24	6	2.0	48	0	C	0	3.0	3	True	4	4	1	1	1/8	True	0	1	1	1	1a	3	2	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
24	6	2.0	52	4	E	0	3.0	3	True	4	4	1	1	1/8	True	0	1	1	1	1a	3	2	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
30	6	2.5	36	0	C	0	3.5	0	False	4	4	2	1	1/8	True	0	1	1	1	1a	2	5/2	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
30	6	2.5	43	1	G	0	3.5	0	False	4	4	2	1	1/8	True	0	1	1	1	1a	2	5/2	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
30	6	2.5	48	0	C	0	3.5	0	False	4	4	1	1	1/8	True	0	1	1	1	1a	3	5/2	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
30	6	2.5	52	4	E	0	3.5	0	False	4	4	1	1	1/8	True	0	1	1	1	1a	3	5/2	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
36	6	3.0	36	0	C	0	4.0	4	True	4	4	2	1	1/8	True	0	1	1	1	1a	2	3	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
36	6	3.0	43	1	G	0	4.0	4	True	4	4	2	1	1/8	True	0	1	1	1	1a	2	3	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
36	6	3.0	48	0	C	0	4.0	4	True	4	4	1	1	1/8	True	0	1	1	1	1a	3	3	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
36	6	3.0	52	4	E	0	4.0	4	True	4	4	1	1	1/8	True	0	1	1	1	1a	3	3	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
42	6	3.5	36	0	C	0	4.5	0	False	4	4	2	1	1/8	True	0	1	1	1	1a	2	7/2	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
42	6	3.5	43	1	G	0	4.5	0	False	4	4	2	1	1/8	True	0	1	1	1	1a	2	7/2	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
42	6	3.5	48	0	C	0	4.5	0	False	4	4	1	1	1/8	True	0	1	1	1	1a	3	7/2	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
42	6	3.5	52	4	E	0	4.5	0	False	4	4	1	1	1/8	True	0	1	1	1	1a	3	7/2	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
48	6	4.0	36	0	C	0	1.0	1	True	4	4	2	1	1/8	True	0	2	2	2	2a	2	4	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
48	6	4.0	43	1	G	0	1.0	1	True	4	4	2	1	1/8	True	0	2	2	2	2a	2	4	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
48	6	4.0	48	0	C	0	1.0	1	True	4	4	1	1	1/8	True	0	2	2	2	2a	3	4	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
48	6	4.0	52	4	E	0	1.0	1	True	4	4	1	1	1/8	True	0	2	2	2	2a	3	4	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
54	6	4.5	36	0	C	0	1.5	0	False	4	4	2	1	1/8	True	0	2	2	2	2a	2	9/2	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
54	6	4.5	43	1	G	0	1.5	0	False	4	4	2	1	1/8	True	0	2	2	2	2a	2	9/2	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
54	6	4.5	48	0	C	0	1.5	0	False	4	4	1	1	1/8	True	0	2	2	2	2a	3	9/2	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
54	6	4.5	52	4	E	0	1.5	0	False	4	4	1	1	1/8	True	0	2	2	2	2a	3	9/2	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
60	6	5.0	36	0	C	0	2.0	2	True	4	4	2	1	1/8	True	0	2	2	2	2a	2	5	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
60	6	5.0	43	1	G	0	2.0	2	True	4	4	2	1	1/8	True	0	2	2	2	2a	2	5	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
60	6	5.0	48	0	C	0	2.0	2	True	4	4	1	1	1/8	True	0	2	2	2	2a	3	5	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
60	6	5.0	52	4	E	0	2.0	2	True	4	4	1	1	1/8	True	0	2	2	2	2a	3	5	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
66	6	5.5	36	0	C	0	2.5	0	False	4	4	2	1	1/8	True	0	2	2	2	2a	2	11/2	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
66	6	5.5	43	1	G	0	2.5	0	False	4	4	2	1	1/8	True	0	2	2	2	2a	2	11/2	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
66	6	5.5	48	0	C	0	2.5	0	False	4	4	1	1	1/8	True	0	2	2	2	2a	3	11/2	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
66	6	5.5	52	4	E	0	2.5	0	False	4	4	1	1	1/8	True	0	2	2	2	2a	3	11/2	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
72	6	6.0	36	0	C	0	3.0	3	True	4	4	2	1	1/8	True	0	2	2	2	2a	2	6	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
72	6	6.0	43	1	G	0	3.0	3	True	4	4	2	1	1/8	True	0	2	2	2	2a	2	6	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
72	6	6.0	48	0	C	0	3.0	3	True	4	4	1	1	1/8	True	0	2	2	2	2a	3	6	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
72	6	6.0	52	4	E	0	3.0	3	True	4	4	1	1	1/8	True	0	2	2	2	2a	3	6	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
78	6	6.5	36	0	C	0	3.5	0	False	4	4	2	1	1/8	True	0	2	2	2	2a	2	13/2	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
78	6	6.5	43	1	G	0	3.5	0	False	4	4	2	1	1/8	True	0	2	2	2	2a	2	13/2	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
78	6	6.5	48	0	C	0	3.5	0	False	4	4	1	1	1/8	True	0	2	2	2	2a	3	13/2	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
78	6	6.5	52	4	E	0	3.5	0	False	4	4	1	1	1/8	True	0	2	2	2	2a	3	13/2	False	False				False	0		C.I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
84	6	7.0	36	0	C	0	4.0	4	True	4	4	2	1	1/8	True	0	2	2	2	2a	2	7	False	True				False	1		V2/V		C	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	V7	5	5	0	0	1	2	0	D	C	C	G	dominant seventh chord	3	True	True	True	True	True	0	0	-1	1	True	False	True
84	6	7.0	45	3	A	0	4.0	4	True	4	4	2	1	1/8	True	0	2	2	2	2a	2	7	False	True				False	1		V2/V		C	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	V7	5	5	0	0	1	2	0	D	C	C	G	dominant seventh chord	3	True	True	True	True	True	3	3	2	6	True	False	False
84	6	7.0	50	2	D	0	4.0	4	True	4	4	1	1	1/8	True	0	2	2	2	2a	3	7	False	True				False	1		V2/V		C	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	V7	5	5	0	0	1	2	0	D	C	C	G	dominant seventh chord	3	True	True	True	True	True	2	2	1	2	True	True	False
84	6	7.0	54	6	F	1	4.0	4	True	4	4	1	1	1/8	True	0	2	2	2	2a	3	7	False	True				False	1		V2/V		C	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	V7	5	5	0	0	1	2	0	D	C	C	G	dominant seventh chord	3	True	True	True	True	True	6	6	5	#4	True	False	False
90	6	7.5	36	0	C	0	4.5	0	False	4	4	2	1	1/8	True	0	2	2	2	2a	2	15/2	False	False				False	1		V2/V		C	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	V7	5	5	0	0	1	2	0	D	C	C	G	dominant seventh chord	3	True	True	True	True	True	0	0	-1	1	True	False	True
90	6	7.5	45	3	A	0	4.5	0	False	4	4	2	1	1/8	True	0	2	2	2	2a	2	15/2	False	False				False	1		V2/V		C	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	V7	5	5	0	0	1	2	0	D	C	C	G	dominant seventh chord	3	True	True	True	True	True	3	3	2	6	True	False	False
90	6	7.5	50	2	D	0	4.5	0	False	4	4	1	1	1/8	True	0	2	2	2	2a	3	15/2	False	False				False	1		V2/V		C	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	V7	5	5	0	0	1	2	0	D	C	C	G	dominant seventh chord	3	True	True	True	True	True	2	2	1	2	True	True	False
90	6	7.5	54	6	F	1	4.5	0	False	4	4	1	1	1/8	True	0	2	2	2	2a	3	15/2	False	False				False	1		V2/V		C	I		V2/V		V		2		V	Mm7	False	False	(0, 2, 6, 3)	()	2	0	major	major	I	I, major	V/V	V	V/I	V	False	V2/V	V2/V, major		V2/V, major	V	V	V7	5	5	0	0	1	2	0	D	C	C	G	dominant seventh chord	3	True	True	True	True	True	6	6	5	#4	True	False	False
96	6	8.0	35	5	B	0	1.0	1	True	4	4	2	1	1/8	True	0	3	3	3	3a	1	8	True	True				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		0	0	0	1	5	G	B	C	C	major triad	1	True	True	True	True	True	5	5	5	7	True	False	True
96	6	8.0	43	1	G	0	1.0	1	True	4	4	2	1	1/8	True	0	3	3	3	3a	2	8	True	True				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		0	0	0	1	5	G	B	C	C	major triad	1	True	True	True	True	True	1	1	1	5	True	True	False
96	18	8.0	50	2	D	0	1.0	1	True	4	4	1	1	3/8	True	0	3	3	3	3a	3	8	True	True				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		0	0	0	1	5	G	B	C	C	major triad	1	True	True	True	True	True	2	2	2	2	True	False	False
96	18	8.0	55	1	G	0	1.0	1	True	4	4	1	1	3/8	True	0	3	3	3	3a	3	8	True	True				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		0	0	0	1	5	G	B	C	C	major triad	1	True	True	True	True	True	1	1	1	5	True	True	False
102	6	8.5	35	5	B	0	1.5	0	False	4	4	2	1	1/8	True	0	3	3	3	3a	1	17/2	False	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		0	0	0	1	5	G	B	C	C	major triad	1	True	True	True	True	True	5	5	5	7	True	False	True
102	6	8.5	43	1	G	0	1.5	0	False	4	4	2	1	1/8	True	0	3	3	3	3a	2	17/2	False	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		0	0	0	1	5	G	B	C	C	major triad	1	True	True	True	True	True	1	1	1	5	True	True	False
108	6	9.0	35	5	B	0	2.0	2	True	4	4	2	1	1/8	True	0	3	3	3	3a	1	9	False	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		0	0	0	1	5	G	B	C	C	major triad	1	True	True	True	True	True	5	5	5	7	True	False	True
108	6	9.0	43	1	G	0	2.0	2	True	4	4	2	1	1/8	True	0	3	3	3	3a	2	9	False	False				False	2		V6		C	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		0	0	0	1	5	G	B	C	C	major triad	1	True	True	True	True	True	1	1	1	5	True	True	False
