onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
144	48	3.0	55	1	G	0	2.0	2	True	2	4	2	2	1/4	True	1	2	2	2	2a	3	3	False	True				False	5		I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
144	12	3.0	72	0	C	0	2.0	2	True	2	4	1	1	1/16	True	1	2	2	2	2a	5	3	False	True				False	5		I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	-1	-1	-1	4	False	False	False
156	12	3.25	71	5	B	0	2.25	0	False	2	4	1	1	1/16	True	1	2	2	2	2a	4	13/4	False	False				False	5		I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
168	12	3.5	69	3	A	0	2.5	0	False	2	4	1	1	1/16	True	1	2	2	2	2a	4	7/2	False	False				False	5		I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	2	2	2	2	False	False	False
180	12	3.75	67	1	G	0	2.75	0	False	2	4	1	1	1/16	True	1	2	2	2	2a	4	15/4	False	False				False	5		I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
192	24	4.0	52	4	E	0	1.0	1	True	2	4	2	1	1/8	True	1	3	3	3	3a	3	4	False	True				False	6		IV6	G	I		IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	IV	4		1	1	1	0	4	C	E	G	G	major triad	1	True	True	True	True	True	3	3	3	6	True	False	True
192	24	4.0	64	4	E	0	1.0	1	True	2	4	2	1	1/8	True	1	3	3	3	3a	4	4	False	True				False	6		IV6	G	I		IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	IV	4		1	1	1	0	4	C	E	G	G	major triad	1	True	True	True	True	True	3	3	3	6	True	False	True
192	24	4.0	67	1	G	0	1.0	1	True	2	4	1	1	1/8	True	1	3	3	3	3a	4	4	False	True				False	6		IV6	G	I		IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	IV	4		1	1	1	0	4	C	E	G	G	major triad	1	True	True	True	True	True	0	0	0	1	True	False	False
192	24	4.0	72	0	C	0	1.0	1	True	2	4	1	1	1/8	True	1	3	3	3	3a	5	4	False	True				False	6		IV6	G	I		IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	IV	4		1	1	1	0	4	C	E	G	G	major triad	1	True	True	True	True	True	-1	-1	-1	4	True	True	False
216	24	4.5	50	2	D	0	1.5	0	False	2	4	2	1	1/8	True	1	3	3	3	3a	3	9/2	False	True				False	7		I64	G	I		I64		I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	I	1		1	1	1	1	2	G	D	G	G	major triad	2	True	True	True	True	True	1	1	1	5	True	False	True
216	24	4.5	62	2	D	0	1.5	0	False	2	4	2	1	1/8	True	1	3	3	3	3a	4	9/2	False	True				False	7		I64	G	I		I64		I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	I	1		1	1	1	1	2	G	D	G	G	major triad	2	True	True	True	True	True	1	1	1	5	True	False	True
216	24	4.5	67	1	G	0	1.5	0	False	2	4	1	1	1/8	True	1	3	3	3	3a	4	9/2	False	True				False	7		I64	G	I		I64		I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	I	1		1	1	1	1	2	G	D	G	G	major triad	2	True	True	True	True	True	0	0	0	1	True	True	False
216	24	4.5	71	5	B	0	1.5	0	False	2	4	1	1	1/8	True	1	3	3	3	3a	4	9/2	False	True				False	7		I64	G	I		I64		I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	I	1		1	1	1	1	2	G	D	G	G	major triad	2	True	True	True	True	True	4	4	4	3	True	False	False
240	24	5.0	48	0	C	0	2.0	2	True	2	4	2	1	1/8	True	1	3	3	3	3a	3	5	False	True				False	8		IV	G	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	IV	4		1	1	1	0	0	C	C	G	G	major triad	0	True	True	True	True	True	-1	-1	-1	4	True	True	True
240	24	5.0	60	0	C	0	2.0	2	True	2	4	2	1	1/8	True	1	3	3	3	3a	4	5	False	True				False	8		IV	G	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	IV	4		1	1	1	0	0	C	C	G	G	major triad	0	True	True	True	True	True	-1	-1	-1	4	True	True	True
240	24	5.0	67	1	G	0	2.0	2	True	2	4	1	1	1/8	True	1	3	3	3	3a	4	5	False	True				False	8		IV	G	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	IV	4		1	1	1	0	0	C	C	G	G	major triad	0	True	True	True	True	True	0	0	0	1	True	False	False
240	24	5.0	76	4	E	0	2.0	2	True	2	4	1	1	1/8	True	1	3	3	3	3a	5	5	False	True				False	8		IV	G	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	IV	4		1	1	1	0	0	C	C	G	G	major triad	0	True	True	True	True	True	3	3	3	6	True	False	False
276	12	5.75	59	5	B	0	2.75	0	False	2	4	2	1	1/16	True	1	3	3	3	3a	3	23/4	False	True				False	9		I6	G	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		1	1	1	1	5	G	B	G	G	major triad	1	True	True	True	True	True	4	4	4	3	True	False	True
276	12	5.75	67	1	G	0	2.75	0	False	2	4	1	1	1/16	True	1	3	3	3	3a	4	23/4	False	True				False	9		I6	G	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		1	1	1	1	5	G	B	G	G	major triad	1	True	True	True	True	True	0	0	0	1	True	True	False
276	12	5.75	74	2	D	0	2.75	0	False	2	4	1	1	1/16	True	1	3	3	3	3a	5	23/4	False	True				False	9		I6	G	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		1	1	1	1	5	G	B	G	G	major triad	1	True	True	True	True	True	1	1	1	5	True	False	False
288	24	6.0	54	6	F	1	1.0	1	True	2	4	2	1	1/8	True	1	4	4	4	4a	3	6	False	True				False	10		viio	G	I		viio		vii	o				o	False	False	(5, 2, -1)	()	5	5	major	major	I	I, major	vii		I	I	False	viio	viio, major		viio, major		vii	viio	7		1	1	1	6	6	F#	F#	G	G	diminished triad	0	True	True	True	True	True	5	5	5	7	True	True	True
288	12	6.0	72	0	C	0	1.0	1	True	2	4	1	1	1/16	True	1	4	4	4	4a	5	6	False	True				False	10		viio	G	I		viio		vii	o				o	False	False	(5, 2, -1)	()	5	5	major	major	I	I, major	vii		I	I	False	viio	viio, major		viio, major		vii	viio	7		1	1	1	6	6	F#	F#	G	G	diminished triad	0	True	True	True	True	True	-1	-1	-1	4	True	False	False
300	12	6.25	69	3	A	0	1.25	0	False	2	4	1	1	1/16	True	1	4	4	4	4a	4	25/4	False	False				False	10		viio	G	I		viio		vii	o				o	False	False	(5, 2, -1)	()	5	5	major	major	I	I, major	vii		I	I	False	viio	viio, major		viio, major		vii	viio	7		1	1	1	6	6	F#	F#	G	G	diminished triad	0	True	True	True	True	True	2	2	2	2	True	False	False
312	24	6.5	55	1	G	0	1.5	0	False	2	4	2	1	1/8	True	1	4	4	4	4a	3	13/2	False	True				False	11		I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
312	12	6.5	71	5	B	0	1.5	0	False	2	4	1	1	1/16	True	1	4	4	4	4a	4	13/2	False	True				False	11		I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
324	12	6.75	67	1	G	0	1.75	0	False	2	4	1	1	1/16	True	1	4	4	4	4a	4	27/4	False	False				False	11		I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
336	48	7.0	50	2	D	0	2.0	2	True	2	4	2	1	1/4	True	1	4	4	4	4a	3	7	False	True			}	True	12		V(64)}	G	I		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(64), major		V	Cad	5		1	1	1	2	2	D	D	G	G	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
336	24	7.0	67	1	G	0	2.0	2	True	2	4	1	1	1/8	True	1	4	4	4	4a	4	7	False	True			}	True	12		V(64)}	G	I		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(64), major		V	Cad	5		1	1	1	2	2	D	D	G	G	major triad	0	True	True	True	True	True	0	0	0	1	True	False	False
336	24	7.0	71	5	B	0	2.0	2	True	2	4	1	1	1/8	True	1	4	4	4	4a	4	7	False	True			}	True	12		V(64)}	G	I		V(64)		V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(64), major		V	Cad	5		1	1	1	2	2	D	D	G	G	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
360	24	7.5	66	6	F	1	2.5	0	False	2	4	1	1	1/8	True	1	4	4	4	4a	4	15/2	False	True	HC	HC		False	13		V|HC	G	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		1	1	1	2	2	D	D	G	G	major triad	0	True	True	True	True	True	5	5	5	7	True	False	False
360	24	7.5	69	3	A	0	2.5	0	False	2	4	1	1	1/8	True	1	4	4	4	4a	4	15/2	False	True	HC	HC		False	13		V|HC	G	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		1	1	1	2	2	D	D	G	G	major triad	0	True	True	True	True	True	2	2	2	2	True	False	False
384	48	8.0	55	1	G	0	1.0	1	True	2	4	2	2	1/4	True	1	5	5	5	5a	3	8	False	True			{	False	14		I{	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
384	96	8.0	62	2	D	0	1.0	1	True	2	4	2	1	1/2	True	1	5	5	5	5a	4	8	False	True			{	False	14		I{	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
384	24	8.0	71	5	B	0	1.0	1	True	2	4	1	1	1/8	True	1	5	5	5	5a	4	8	False	True			{	False	14		I{	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
408	0	8.5	74	2	D	0	1.5	0	False	2	4	1	1	0	True	1	5	5	5	5a	5	17/2	False	False				False	14		I{	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
408	18	8.5	72	0	C	0	1.5	0	False	2	4	1	1	3/32	True	1	5	5	5	5a	5	17/2	False	False				False	14		I{	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	-1	-1	-1	4	False	False	False
426	6	8.875	71	5	B	0	1.875	0	False	2	4	1	1	1/32	True	1	5	5	5	5a	4	71/8	False	False				False	14		I{	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
432	24	9.0	54	6	F	1	2.0	2	True	2	4	2	2	1/8	True	1	5	5	5	5a	3	9	False	True				False	15		V6	G	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		1	1	1	2	6	D	F#	G	G	major triad	1	True	True	True	True	True	5	5	5	7	True	False	True
432	24	9.0	69	3	A	0	2.0	2	True	2	4	1	1	1/8	True	1	5	5	5	5a	4	9	False	True				False	15		V6	G	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		1	1	1	2	6	D	F#	G	G	major triad	1	True	True	True	True	True	2	2	2	2	True	False	False
456	24	9.5	55	1	G	0	2.5	0	False	2	4	2	2	1/8	True	1	5	5	5	5a	3	19/2	False	True				False	16		I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
456	24	9.5	71	5	B	0	2.5	0	False	2	4	1	1	1/8	True	1	5	5	5	5a	4	19/2	False	True				False	16		I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
480	24	10.0	57	3	A	0	1.0	1	True	2	4	2	2	1/8	True	1	6	6	6	6a	3	10	False	True				False	17		V43	G	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	V7	5		1	1	1	2	3	D	A	G	G	dominant seventh chord	2	True	True	True	True	True	2	2	2	2	True	False	True
480	96	10.0	62	2	D	0	1.0	1	True	2	4	2	1	1/2	True	1	6	6	6	6a	4	10	False	True				False	17		V43	G	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	V7	5		1	1	1	2	3	D	A	G	G	dominant seventh chord	2	True	True	True	True	True	1	1	1	5	True	True	False
480	24	10.0	72	0	C	0	1.0	1	True	2	4	1	1	1/8	True	1	6	6	6	6a	5	10	False	True				False	17		V43	G	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	V7	5		1	1	1	2	3	D	A	G	G	dominant seventh chord	2	True	True	True	True	True	-1	-1	-1	4	True	False	False
504	24	10.5	54	6	F	1	1.5	0	False	2	4	2	2	1/8	True	1	6	6	6	6a	3	21/2	False	True				False	18		V6	G	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		1	1	1	2	6	D	F#	G	G	major triad	1	True	True	True	True	True	5	5	5	7	True	False	True
504	12	10.5	76	4	E	0	1.5	0	False	2	4	1	1	1/16	True	1	6	6	6	6a	5	21/2	False	True				False	18		V6	G	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		1	1	1	2	6	D	F#	G	G	major triad	1	True	True	True	True	True	3	3	3	6	False	False	False
516	12	10.75	74	2	D	0	1.75	0	False	2	4	1	1	1/16	True	1	6	6	6	6a	5	43/4	False	False				False	18		V6	G	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		1	1	1	2	6	D	F#	G	G	major triad	1	True	True	True	True	True	1	1	1	5	True	True	False
528	48	11.0	55	1	G	0	2.0	2	True	2	4	2	2	1/4	True	1	6	6	6	6a	3	11	False	True				False	19		I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
528	12	11.0	72	0	C	0	2.0	2	True	2	4	1	1	1/16	True	1	6	6	6	6a	5	11	False	True				False	19		I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	-1	-1	-1	4	False	False	False
540	12	11.25	71	5	B	0	2.25	0	False	2	4	1	1	1/16	True	1	6	6	6	6a	4	45/4	False	False				False	19		I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
552	12	11.5	69	3	A	0	2.5	0	False	2	4	1	1	1/16	True	1	6	6	6	6a	4	23/2	False	False				False	19		I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	2	2	2	2	False	False	False
564	12	11.75	67	1	G	0	2.75	0	False	2	4	1	1	1/16	True	1	6	6	6	6a	4	47/4	False	False				False	19		I	G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
576	24	12.0	52	4	E	0	1.0	1	True	2	4	2	1	1/8	True	1	7	7	7	7a	3	12	False	True				False	20		IV6	G	I		IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	IV	4		1	1	1	0	4	C	E	G	G	major triad	1	True	True	True	True	True	3	3	3	6	True	False	True
576	24	12.0	64	4	E	0	1.0	1	True	2	4	2	1	1/8	True	1	7	7	7	7a	4	12	False	True				False	20		IV6	G	I		IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	IV	4		1	1	1	0	4	C	E	G	G	major triad	1	True	True	True	True	True	3	3	3	6	True	False	True
